Store_name,Category,Review,TV,Biztel,Address,Menu,Homepage,페이스북,인스타그램,블로그,웹사이트,Convenience,Desc,10,20,30,40,50,60,Female,Male
소공동뚝배기집 선릉점두부요리,두부요리,23,,02-554-1965,"서울 강남구 테헤란로63길 8
지번삼성동 142-5 지하1층지도보기","6,000원
순두부
16,000원
섞어직화(2인기준)
16,000원
제육직화
17,000원
소고기직화
16,000원
오징어직화",,,,,,,KBS 한식탐험대 별별요리열전 을 통해 소개된 업체입니다.,,,,,,,,
"가시리 역삼1호점해물,생선요리","해물,생선요리",3,,02-556-6256,"서울 강남구 봉은사로 230
지번역삼동 653 봉암빌딩지도보기","120,000원
해신탕
80,000원
완도산전복 중
60,000원
흑산 홍어삼합 중
30,000원
홍어찜/탕 중
30,000원
홍어삼합
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,,,,,,,,,
오도루이자카야,이자카야,155,생활의달인,02-3444-4555,"서울 강남구 삼성로58길 39
지번대치동 991-10지도보기","55,000원
오마카세(1인)",,,,,,단체석,"논현동 가구거리에 자리 잡은 이자카야입니다. 아담한 규모의 실내는 나무로 만든 카운터 자리로 채워져 있는데요, 스무 가지 이상의 사케와 초밥, 생선회, 생선구이, 튀김 등의 안주 메뉴가 준비되어 있지요.",height: 46.6635%;,height: 82.01%;,height: 86.6405%;,height: 93.1865%;,height: 76.696%;,height: 80.005%;,48%,52%
"미소야 양재점우동,소바","우동,소바",15,,02-576-9647,"서울 서초구 남부순환로356길 15
지번양재동 1-7 1층 104, 105호지도보기","메뉴정보
메뉴정보안내
8,000원
로스카츠
9,000원
히레카츠
9,500원
옛날식 달콤한 로스카츠
9,500원
고구마 치즈 돈카츠
9,500원
매콤철판돈카츠
더보기",http://www.misoya.co.kr/,,,,,,,,,,,,,,
바다고기생선회,생선회,137,,02-567-1184,"서울 서초구 남부순환로350길 12
지번양재동 12-7 바다고기지도보기","29,000원
광어회
35,000원
도다리세꼬시
39,000원
모듬해산물
32,000원
우럭회
45,000원
도미회
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"단체석, 포장, 예약, 무선 인터넷","매일 산지직송되는 신선한 회를 저렴한 가격에 
고급스러운 분위기에서 깔끔하게 즐길 수 있습니다.",height: 25%;,height: 62.9225%;,height: 83.197%;,height: 89.4975%;,height: 78.967%;,height: 74.918%;,39%,61%
"늑대카페,디저트","카페,디저트",3,,02-512-0121,"서울 강남구 선릉로 541
지번역삼동 694-30 1층 카페 늑대지도보기","3,000원
Espresso
4,000원
Americano
4,500원
Caffe Latte
4,500원
Cappuccino
4,500원
Flat White
더보기",,,,,,"단체석, 포장, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분",,,,,,,,,
"까미구이집곱창,막창,양","곱창,막창,양",23,,02-517-0748,"서울 강남구 학동로42길 14
지번논현동 248-3지도보기","24,000원
특양
18,000원
대창
19,000원
소막창
13,000원
돼지막창",,,,,,"단체석, 예약, 남/녀 화장실 구분","돼지막창, 소막창 을 전문으로 하는 까미막창!",,,,,,,,
혼부리돈가스,돈가스,58,,02-525-7758,"서울 서초구 서초중앙로22길 108
지번서초동 1637-1 동원빌딩지도보기","7,000원
6000~8000",,,,,,"주차, 포장",,height: 50.006%;,height: 85.24%;,height: 79.3725%;,height: 72.065%;,height: 60.4165%;,height: 25%;,49%,51%
카페 아지토카페,카페,55,,02-574-4352,"서울 강남구 논현로26길 46-6
지번도곡동 457-3지도보기","4,500원
아메리카노
6,500원
마카다미아넛라떼
6,800원
핫초코렛
5,000원
치즈케이크
8,500원
브라우니버텀파이",,,,,,,"일리커피와 홍차
직접 만드는 디저트,샌드위치
꽃과 화분
북유럽빈티지가구와조명
카라멜플라츠만의 꽃의 향기와 커피 한잔의 여유를 느껴보세요,",height: 25%;,height: 77.5595%;,height: 86.9255%;,height: 91.1785%;,height: 65.3095%;,height: 57.9365%;,61%,39%
"어반진지 도곡본점해물,생선요리","해물,생선요리",311,,02-571-9910,"서울 강남구 남부순환로 2728
지번도곡동 411-14 유일빌딩 1층지도보기","8,000원
대표
매콤명태조림
8,000원
대표
반건조생선구이
8,000원
묵은지고등어조림
8,000원
동태탕(10월 ~ 4월)
8,000원
묵은지제육볶음
메뉴판(원산지) 이미지로 보기
더보기",http://www.facebook.com/urbanjinji,,,,,"단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","최고의 맛과 정성으로 보답하겠습니다. 
깨끗한 재료로 정성을 다하여 요리합니다.
조림소스 : 4종류의 간장과 12가지 한약재를 6시간동안 다려 만든 웰빙 소스입니다.
구이소스 : 올리브오일과 20여가지 허브가루로 시즈닝을 한 후 230도에서 구워 내 더욱 담백합니다.",height: 25%;,height: 52.719%;,height: 73.7235%;,height: 91.5095%;,height: 88.6765%;,height: 86.5795%;,47%,53%
"대풍참숯갈비육류,고기요리","육류,고기요리",13,,02-564-6563,"서울 강남구 논현로76길 8
지번역삼동 734-5지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,,,,,,,,
투썸플레이스 강남세브란스병원점카페,카페,1,,02-2058-2163,"서울 강남구 언주로 211
지번도곡동 146-92지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,,,,,,,,
카페자스 선릉점카페,카페,7,,02-560-2029,"서울 강남구 언주로 508
지번역삼동 701 상록회관지도보기","2,500원
에스프레소
3,000원
카페라떼
1,200원
플레인치즈케이크",,,,,,"주차, 예약",,,,,,,,,
"소공순대순대,순대국","순대,순대국",11,,02-555-8384,"서울 강남구 선릉로82길 4
지번대치동 898-1 1층지도보기","8,000원
병천순대국
8,000원
소공순대국
8,000원
소공덮밥
10,000원
삼색순대
12,000원
모둠수육
메뉴판(원산지) 이미지로 보기
더보기",https://www.instagram.com/sogong_sd/,,,,,"포장, 배달, 무선 인터넷, 남/녀 화장실 구분","“소박한 공간, 소소한 공감.” 소공순대는 ‘부담없는 공간에서 편안한 식사를 하고 싶다’는 소소한 공감에서 시작했습니다. 60년 전통의 병천순대를 바탕으로 재해석한, 화려하진 않아도 기본에 충실한 소공순대의 음식과 함께 편안하고 따뜻한 시간을 보내세요.",,,,,,,,
"영주식당찌개,전골","찌개,전골",13,,02-501-3172,"서울 강남구 도곡로25길 8
지번역삼동 788-24지도보기","15,000원
생태탕
8,000원
동태탕
12,000원
낙지동태탕
10,000원
낙지볶음
10,000원
낙지제육볶음
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,,,,,,,,,
육장,,232,,010-8417-4885,"서울 강남구 삼성로75길 26
지번대치동 901-77지도보기","8,000원
대표
육개장
12,000원
대표
육갈탕
28,000원
육개장 갈비전골
20,000원
소고기육전",,,,,,,한국 전통 방식으로 만드는 육개장 관련 한식 메뉴들과 함께 저녁식사와 막걸리를 함께 즐길 수 있는 육장에서 대치동에서는 느껴볼 수 없는 아늑한 분위기를 즐겨보세요,height: 25%;,height: 69.744%;,height: 83.679%;,height: 71.7695%;,height: 25%;,height: 25%;,44%,56%
라멘모토일본식라면,일본식라면,3331,생활의달인,02-6204-2370,"서울 강남구 도산대로13길 14-4
지번신사동 541-14 202호지도보기","8,000원
대표
츠케맨M
8,000원
대표
츠케맨L
8,000원
매운라멘
8,000원
모토라멘(돈코츠쇼유)
5,000원
크림새우
더보기",,,,,,무선 인터넷,,height: 57.2507%;,height: 94.468%;,height: 79.204%;,height: 57.9124%;,height: 44.6982%;,height: 39.276%;,50%,50%
"대아부대찌개찌개,전골","찌개,전골",16,,02-931-9393,"서울 강남구 논현로71길 35
지번역삼동 792-36지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,,,,,,,,
미정국수0410 교대역점국수,국수,76,,02-583-0410,"서울 서초구 서초대로54길 15
지번서초동 1670-3지도보기","메뉴정보
메뉴정보안내
3,500원
멸치국수
4,500원
얼큰 멸치국수
4,500원
만두국수
5,000원
간비국수
5,000원
비빔국수
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,,height: 40.54%;,height: 96.214%;,height: 93.8355%;,height: 67.4025%;,height: 53.8855%;,height: 53.0695%;,50%,50%
쇼윙양식,양식,195,,02-549-3334,"서울 강남구 언주로 601
지번논현동 237-11 지하층지도보기","49,000원
런치 2인 Set
89,000원
디너 2인 Set
17,000원
치킨파프리카크림파스타
16,000원
봉골레
21,000원
브레사올라 (쇼윙시그니쳐)",https://www.facebook.com/showingseoul/,,http://instagram.com/showing_seoul,,,"단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 쇼윙입니다. 
좋은 음악과 맛있는 음식 그리고 분위기 있는 곳에서 와인한잔or 칵테일 

공연은 
목금토일 8시30분부터 30분씩 3번 공연합니다^^ (4/8일까지)
목금토   8시부터 30분씩 3번 공연합니다! (4월/9일이후)

런치 11:30분 부터 1시 30분 라스트오더 (커피와 음료는 가능) 
디너 17:00분 부터 10시 라스트오더 (드라이스넥은 가능) 

그외 대관이나 예약은 전화주시면 됩니다! 02-549-3334",,,,,,,,
빽다방 신사사거리점테이크아웃커피,테이크아웃커피,1131,,02-517-0410,"서울 서초구 강남대로 605
지번잠원동 20-9 휴먼타워 1층지도보기","1,500원
앗!메리카노(HOT)
2,500원
빽's라떼(HOT)
2,000원
원조커피(HOT)
3,000원
바닐라라떼(HOT)
3,000원
녹차라떼(HOT)",,,,,,"단체석, 포장, 무선 인터넷",,height: 93.964%;,height: 95.174%;,height: 69.56%;,height: 59.397%;,height: 19.729%;,height: 21.545%;,59%,41%
오빠네부대찌개,,202,2TV생생정보,02-3463-5858,"서울 강남구 도곡로2길 14
지번도곡동 946-10지도보기","8,000원
대표
부대찌개1인
12,000원
초벌 삼겹살
15,000원
세트메뉴(부대.제육.음료)
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","저희 업소는 프랜차이즈 아닙니다.
오빠부대찌개 또는 오빠네 부대찌개는 저희뿐입니다.
강남 뱅뱅사거리에서만 영업중입니다.(짝퉁주의)
착한 가격과 정직하게 판매하는 부대찌개 전문점 입니다.",height: 25%;,height: 81.7445%;,height: 78.3275%;,height: 80.461%;,height: 64.3315%;,height: 25%;,48%,52%
"헬로티 강남CGV점카페,디저트","카페,디저트",351,,02-569-1988,"서울 강남구 강남대로 438
지번역삼동 814-6 스타플렉스 212호지도보기","2,800원
대표
과일 밀크티
2,800원
밀크티
3,800원
과일 셔벗
2,500원
퓨어티
4,800원
과일티
메뉴판(원산지) 이미지로 보기
더보기",http://www.instagram.com/hellotea_official,,,,http://www.ihellotea.com/,"주차, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분","헬로티는 중국에서 가장 전통있는 차(茶) 제조사와 오랜기간 연구/개발을 통해 우수한 품질의 차(茶)를 사용하고 있으며, 미국 FDA 등에서 품질인증을 받은 차(茶)를 사용합니다.

CHEESE TEA 
치즈티는 깊고 풍부한 정통 중국차를 베이스로 황금비율의 치즈폼을 얹어 동서양의 입맛을 사로잡는 헬로티의 대표 메뉴입니다.

FRUIT TEA 
과일티는 정통 중국차의 깊은 맛과 과일 본연의 신선한 맛이 그대로 담겨 있어 모든 사람의 눈과 입을 사로잡는 헬로티만의 색다른 메뉴입니다.

SPECIAL RECIPE 
헬로티의 모든 차(茶)음료는 저칼로리, 無첨가, 無설탕 원칙으로 엄선된 신선한 원재료만을 고집하여 고객에게 건강한 한 잔의 차(茶) 음료를 제공합니다.",,,,,,,,
보니투타르트베이커리,베이커리,17,,070-7722-6785,"서울 서초구 강남대로 455
지번서초동 1303-35 강남태영데시앙루브 B116호지도보기",메뉴판 이미지를 추가해주세요!,http://bonitotart.blog.me/,,,,,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",,,,,,,,,
남산희래등중식당,중식당,25,생방송오늘아침,02-561-5296,"서울 강남구 역삼로 453
지번대치동 903-3 삼익빌딩지도보기","6,000원
짜장면
20,000~28,000원
탕수육",http://namsanheuiraedong.cityfood.co.kr/,,,,,"주차, 예약","안녕하세요, 남산희래등을 찾아주셔서 감사 드립니다. 저희 남산희래등은 다양한 메뉴를 제공하는 전통중화요리 전문점으로 저희만의 맛을 전해드리고자 노력하고 있습니다. 재료선별 하나에도 정성을 들여 늘 엄선된 식재료만을 사용하여 고객 여러분께서 신뢰하실 수 있는 음식이 될 수 있도록 하고 있으며, 또한 어머니의 손 맛과도 같은 정갈한 음식 조리로 행복의 맛을 전해드리고 있습니다. 또 저렴한 음식값으로 부담 없이 저희 매장에 오실 수 있도록 배려하고 있습니다. 최고의 맛으로 최상의 서비스를 드리고자 늘 노력하는 남산희래등이 되겠습니다. 감사합니다.",height: 25%;,height: 63.907%;,height: 78.134%;,height: 89.893%;,height: 75.8955%;,height: 74.8985%;,46%,54%
whitebridge coffee카페,카페,14,,010-4270-9107,"서울 강남구 논현로72길 7
지번역삼동 769-9 현성빌딩 1층지도보기","3,000원
long black
3,500원
latte
4,500원
vanilla
4,500원
mocha
4,500원
machiato
더보기",,,,,,배달,모든 음료 take out 시 500원 할인,,,,,,,,
부자떡볶이떡볶이,떡볶이,521,,02-6083-2019,"서울 강남구 언주로136길 27
지번논현동 108-3 영동새마을금고지도보기","11,000원
대표
즉석떡볶이
2,500원
대표
볶음밥
2,500원
만두튀김
5,000원
새우튀김
4,500원
돈가스
메뉴판(원산지) 이미지로 보기",http://www.instagram.com/buzza000,,,,http://blog.naver.com/stayfoolish0,"주차, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분","논현동 부자떡볶이는 논현동 본점과 판교직영점을 운영하고 있습니다

진하게 우린 육수로 자극적이지 않고 
중독적인 맛을내는 부자떡볶이를 맛보세요!
시원한 크림생맥주와 함께라면^-^
즐거운 식사시간 되시길 바랍니다 

찾아와주시는 모든분들께 감사드립니다 ^^",height: 25%;,height: 81.4785%;,height: 87.447%;,height: 78.735%;,height: 51.466%;,height: 25%;,57%,43%
"무너섬 본점해물,생선요리","해물,생선요리",391,생방송오늘저녁,02-544-5525,"서울 강남구 강남대로152길 18
지번신사동 514지도보기","25,000원
문어숙회 - 소
35,000원
문어숙회 - 중
70,000원
주방장 스페셜
45,000원
문어숙회 - 대
35,000원
문어모듬 - 소
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"단체석, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",문어.해산물 전문점 무너섬 입니다.,height: 31.6275%;,height: 90.953%;,height: 88.759%;,height: 88.2435%;,height: 76.7035%;,height: 76.529%;,47%,53%
황금복국복어요리,복어요리,37,,02-569-2454,"서울 강남구 삼성로96길 26-6
지번삼성동 158-26지도보기","99,000원
참복 불고기 코스
75,000원
생밀복 불고기 코스
55,000원
밀복 불고기 코스",,,,,,"주차, 예약",,height: 25%;,height: 57.365%;,height: 81.708%;,height: 92.8995%;,height: 95.8165%;,height: 83.7455%;,44%,56%
카페데베르 선릉점카페,카페,10,,02-563-5760,"서울 강남구 테헤란로 317
지번역삼1동 702-19 동훈타워지도보기","4,000원
아메리카노
6,000원
생과일주스
4,500원
카모마일
8,000원
팥빙수",,,,,,단체석,,,,,,,,,
"갈맛집육류,고기요리","육류,고기요리",497,,02-501-3823,"서울 강남구 삼성로91길 38
지번삼성동 143-34지도보기","35,000원
대표
국내산돼지갈비 600g
47,000원
대표
제주토종흑돼지 600g
16,000원
양념소갈비살 1인분
27,000원
갈비꽃살
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 포장, 배달, 예약, 남/녀 화장실 구분","안녕하세요 갈맛집(갈비까지 맛있는 집)입니다
질좋은 고기로 정성껏 대접하겠습니다^^",,,,,,,,
롯데리아 학동역점,,27,,02-3443-9200,"서울 강남구 학동로 219
지번논현동 89-22 국제빌딩지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,height: 25%;,height: 84.72%;,height: 72.8235%;,height: 76.0685%;,height: 56.7275%;,height: 25%;,48%,52%
평창면옥냉면,냉면,131,,02-3444-5333,"서울 서초구 강남대로79길 22
지번반포동 738-45 1층지도보기","7,000원
대표
코다리 냉면(물/비빔)
12,000원
대표
코다리보쌈정식
7,000원
코다리 막국수(물/비빔)
8,000원
메밀콩국수
7,000원
청국장 백반
메뉴판(원산지) 이미지로 보기
더보기",https://www.instagram.com/kimjh0884/,,,,,,"쾌활하신 김지형 사장님의 평창면옥입니다.
 매일 달라지는 밑반찬으로 점심식사에도 매우 좋습니다.
후회 없을 코다리 냉면, 코다리 보쌈, 백반!! 꼭 맛보시고 가십시오~",,,,,,,,
커피코트 서초점테이크아웃커피,테이크아웃커피,20,,02-585-0105,"서울 서초구 강남대로 365
지번서초동 1328-7 대우도씨에빛2 1F지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,,,,,,,,
커피빈 논현팍스타워점카페,카페,9,,02-513-3870,"서울 강남구 언주로 609
지번논현동 231-9 팍스타워 지하1층지도보기","메뉴정보
메뉴정보안내
4,800원
아메리카노 S
5,300원
카페라떼 S",http://www.coffeebeankorea.com/,http://www.facebook.com/thecoffeebeankorea,http://www.instagram.com/coffeebeankorea,http://blog.naver.com/coffeebeankorea,,포장,,,,,,,,,
깡장시골보리밥한식,한식,41,,02-553-3778,"서울 강남구 테헤란로 423
지번삼성동 143-37 현대타워 지하1층지도보기","8,000원
깡장비빔밥
8,000원
무청시래기국
50,000원
홍어삼합 중",,,,,,,,,,,,,,,
미스터보쌈5379 선릉역점,,232,,02-538-5379,"서울 강남구 테헤란로52길 16
지번역삼동 709 테헤란IPARK지도보기","22,000원
미스터보쌈 2인 세트
26,000원
미스터 바베큐보쌈 2인
24,000원
미스터보쌈(마늘,파,올스타) 2인세트
36,000원
미스터보쌈(마늘,파,올스타) 3인세트
48,000원
미스터보쌈(마늘,파,올스타) 4인세트
메뉴판(원산지) 이미지로 보기",http://www.mrbossam.co.kr/,http://www.facebook.com/mrbossam/,,http://blog.naver.com/mrbossam5379,,"포장, 배달",,height: 25%;,height: 75.4445%;,height: 81.102%;,height: 75.8965%;,height: 58.187%;,height: 25%;,47%,53%
"정금식당육류,고기요리","육류,고기요리",7,,02-3463-6623,"서울 강남구 남부순환로 2615
지번도곡동 957-9 극동스타클레스 110호지도보기","70,000원
등심500g
16,000원
항정살 150g
14,000원
삼겹살 150g
5,000원
냉면
4,000원
잔치국수
메뉴판(원산지) 이미지로 보기",,,,,,,,,,,,,,,
커피온더스트리트카페,카페,4,,02-2183-0049,"서울 강남구 테헤란로 322
지번역삼동 707-34 한신인터밸리24 지하1층 104호지도보기","2,300원
아메리카노",,,,,,"단체석, 포장, 무선 인터넷","안녕하세요! 커피온더스트리트 선릉점입니다
품질 좋은 원두를 이용한 커피와 제철과일로 만든 신선한 생과일 쥬스가 있습니다.
좌석이 있어 단체방문에 용이합니다 (총30석)
소이라떼 가능,Take Out 시 음료할인,wifi 가능",,,,,,,,
강남면옥 교대점냉면,냉면,831,,02-596-5300,"서울 서초구 서초중앙로24길 10
지번서초동 1692-2 공도빌딩지도보기","9,000원
회냉면
9,000원
비빔냉면
9,000원
물냉면
9,000원
섞어냉면
11,000원
갈비탕
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,,height: 36.2725%;,height: 75.174%;,height: 82.5385%;,height: 82.9595%;,height: 73.3035%;,height: 80.462%;,48%,52%
리스토랑,,217,,02-578-2048,"서울 강남구 논현로36길 17
지번도곡동 412-9지도보기","21,000원
대표
연어그라브락스
80,000원
대표
비프웰링턴 (2인기준, 하루전예약)
15,000원
오일파스타
17,000원
크림파스타
17,000원
귀리리조또
메뉴판(원산지) 이미지로 보기
더보기",http://www.instagram.com/leestaurant,,,,,"단체석, 주차, 예약, 무선 인터넷",안녕하세요. 리스토랑입니다^^ 리스토랑은 합리적인 가격에 편하게 즐길수 있는 레스토랑입니다.,height: 25%;,height: 73.296%;,height: 81.4425%;,height: 80.3595%;,height: 68.283%;,height: 25%;,53%,47%
쇼부라멘일본식라면,일본식라면,10,,,"서울 강남구 강남대로84길 15
지번역삼동 825-24지도보기","5,500원
소유라멘
6,500원
미소라멘
6,500원
돈코츠라멘
7,500원
돈까스덮밥
7,500원
불고기덮밥
메뉴판(원산지) 이미지로 보기",,,,,,,,,,,,,,,
죠샌드위치 도곡렉슬점샌드위치,샌드위치,지번도곡동 527-3,,02-575-0212,"서울 강남구 선릉로 225
지번도곡동 527-3지도보기",메뉴판(원산지) 이미지로 보기,,,,,,,,,,,,,,,
KFC삼성동점,,99,,02-547-1664,"서울 강남구 학동로 402
지번삼성동 1지도보기","메뉴정보
메뉴정보안내
7,400원
타워버거세트
5,500원
타워버거
7,000원
핫치즈징거버거세트
5,200원
핫치즈징거버거
6,500원
징거버거세트
더보기",http://www.kfckorea.com/,,,,,,,height: 25%;,height: 82.3395%;,height: 79.4235%;,height: 67.8335%;,height: 49.8805%;,height: 25%;,49%,51%
팔공티 선릉역점차,차,61,,02-554-0308,"서울 강남구 테헤란로63길 12
지번삼성동 142-3 비동 1층 102호지도보기","1,500원
아메리카노
2,000원
밀크티
2,300원
밀크폼아메리카노
1,800원
원차
메뉴판(원산지) 이미지로 보기",https://palgongteaseolleung.modoo.at,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","8공티는 1994년 대만 까오슝 지역에서 시작된 밀크티 브랜드로 깊고 진한 맛의 원차를 원료로 만든 밀크티, 후르츠티 제품과 밀크폼 커피, 스무디 등 다양한 음료를 맛볼 수 있는 Tea&Coffee 전문점입니다.
팔공티 선릉역점은 야외 테라스 좌석에서도 즐기실 수 있답니다. 
다이어트에 좋은 우롱차, 녹차, 홍차 등도 인기 메뉴입니다.",,,,,,,,
"또오기숯불포차육류,고기요리","육류,고기요리",171,,,"서울 강남구 역삼로1길 20
지번역삼동 831-31지도보기","9,500원
황제갈비살
9,500원
차돌박이
8,500원
우삼겹
7,500원
2cm 삼겹살
7,500원
항정살
더보기",,,,,,,,,,,,,,,
쿠바나바(BAR),바(BAR),16,,02-565-9772,"서울 강남구 테헤란로43길 28
지번역삼동 704-4지도보기","15,000원
핸드릭스토닉
11,000원
블랙러시안
10,000원
마가리타
15,000원
아드벡10y
메뉴판(원산지) 이미지로 보기",http://instagram.com/cubana_bar_,,,,,,,,,,,,,,
진가샤브샤브샤브샤브,샤브샤브,157,,02-566-4791,"서울 강남구 도곡로 426
지번대치동 1023-3 JN빌딩지도보기","23,800원
한우샤브런치세트
13,800원
상추쌈밥
13,800원
국수전골
15,800원
해물국수전골
29,800원
몽골리안디쉬
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,,height: 94.0215%;,height: 76.959%;,height: 76.2445%;,height: 91.753%;,height: 76.892%;,height: 25%;,55%,45%
호세야오리바베큐 논현점오리요리,오리요리,4,,02-514-5293,"서울 강남구 논현로121길 18
지번논현동 154-6지도보기","메뉴정보
메뉴정보안내
40,000원
호세야 오리바베큐 특大
32,000원
호세야 오리바베큐 大
24,000원
호세야 오리바베큐 中
40,000원
호세야 통삼겹장작 바베큐 특大
33,000원
호세야 통삼겹장작 바베큐 大
더보기",,,,,,,,,,,,,,,
"돼지갈비와 돼지껍데기육류,고기요리","육류,고기요리",21,,02-566-3755,"서울 강남구 논현로 333
지번역삼동 797-3 역삼빌딩지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,,,,,,,,
수닭도리닭볶음탕,닭볶음탕,17,,02-579-4862,"서울 강남구 논현로34길 20
지번도곡동 414-6 1층 102호지도보기","23,000원
대표
수닭도리 소
20,000원
국물닭발
20,000원
무뼈닭발
13,000원
삼계탕
7,000원
반계탕
메뉴판(원산지) 이미지로 보기",http://instagram.com/soodak_office,,,,,"단체석, 포장, 예약, 무선 인터넷",,,,,,,,,
떡볶이공방 논현점,,25,,02-511-6632,"서울 강남구 강남대로122길 10
지번논현동 166 영흥빌딩지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,height: 25%;,height: 86.356%;,height: 83.951%;,height: 70.3745%;,height: 43.359%;,height: 25%;,56%,44%
비엔나커피하우스 테헤란로금성빌딩점카페,카페,11,,02-566-1683,"서울 강남구 테헤란로 314
지번역삼동 707-3지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,,,,,,,,
멕시카나치킨 역삼점,,85,,02-563-8253,"서울 강남구 논현로 509
지번역삼동 642-10지도보기","19,000원
치토스치킨2호점(콘스프맛)
16,000원
후라이드
17,000원
양념치킨/골드치킨(간장)
18,000원
Mr.김치킨/매운양념
18,000원
땡초치킨
더보기",,,,,,"포장, 배달","영업시간: 15:00~01:00
배달지역:역삼1동,역삼2동,논현1동,논현2동",height: 25%;,height: 79.498%;,height: 77.403%;,height: 62.1295%;,height: 25%;,height: 25%;,47%,53%
"통파이브 매봉역점맥주,호프","맥주,호프",19,,02-575-8255,"서울 강남구 논현로38길 34
지번도곡동 417-12지도보기","메뉴정보
메뉴정보안내
16,800원
대표
블랙빈페퍼치킨
19,800원
몬스터 와삽 치킨
14,800원
태구치킨
17,800원
뒤끝 작렬 맵봉
20,800원
알로하새우
더보기",http://www.tong5.co.kr/,,,,,단체석,"일상의 활력이 되는 수제맥주 전문점 통파이브입니다~
피맥, 치맥부터 간단하게 즐길 수 있는 안주와 다양한 수제맥주를 즐길 수 있는 그야말로 맥덕(맥주덕후)들의 천국! 
좋은사람들과 행복해지는 즐거운 공간, 통파이브에서 활!력!충!전! 하고 가세요 ~",,,,,,,,
뜯어뜯어한식,한식,6,,02-557-6810,"서울 강남구 테헤란로21길 25
지번역삼동 645-7 태림빌딩지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,,,,,,,,
더착한피자피자,피자,13,,02-501-2464,"서울 강남구 역삼로78길 15
지번대치동 914-18 이그마빌딩 103호지도보기","22,900원
대표
핫치킨골드 피자 L
22,900원
대표
허브갈릭통감자 골드 L
19,900원
핫치킨골드 피자 R
19,900원
허브갈릭통감자 골드 R
19,900원
단호박 피자 L
더보기",http://www.nicepizza.co.kr/,,,,,"주차, 포장, 배달, 예약","72시간 저온숙성시킨 도우로 빵이 맛있고 자연산 치즈만을 사용합니다. 
직접 담근 피클과  샐러드를 제공해 드리기에 느끼하지 않은 담백한 맛을 자랑합니다.",,,,,,,,
HOPCHOU카페,카페,40,,02-518-2324,"서울 강남구 논현로136길 26
지번논현동 82-5 논현드림빌지도보기","2,500원
대표
오리지널 커스터드 슈
2,800원
대표
그린티 슈
2,800원
쇼콜라 슈
3,800원
아메리카노
5,800원
커스터드 라떼
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,일본 오사카의 유명한 디저트인 홉슈크림을 맛있는 커피와 함께 아늑한 공간에서 즐기실 수 있습니다.,height: 25%;,height: 86.1715%;,height: 81.1955%;,height: 67.0845%;,height: 42.3145%;,height: 25%;,56%,44%
"카페아망카페,디저트","카페,디저트",71,,02-547-0033,"서울 서초구 강남대로89길 8
지번반포동 707-10지도보기","5,500원
대표
자몽에이드
6,500원
대표
수제초콜렛라떼
4,500원
아메리카노
6,000원
오곡라떼
메뉴판(원산지) 이미지로 보기",http://www.instagram.com/cafe_amant,,,,,"단체석, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","1층, 2층, 테라스로 구성된 카페아망입니다!
- 2층에 흡연실 완비
- 무료 프린트, 복사 가능
- 테라스 애견 동반 가능
- 내부 화장실 (남/여 분리)

항상 손님을 최우선으로 생각하는 곳입니다.
언제나 손님들이 편히 쉬어갈 수 있는 공간으로 만들기 위해 노력하겠습니다.
감사합니다.",height: 47.7525%;,height: 93.3765%;,height: 72.269%;,height: 63.4315%;,height: 65.824%;,height: 25%;,57%,43%
